S1M1	S2M1	S3M1	S4M1	S5M1	S6M1	S7M1	S8M1	S1M2	S2M2	S3M2	S4M2	S5M2	S6M2	S7M2	S8M2	S1M3	S2M3	S3M3	S4M3	S5M3	S6M3	S7M3	S8M3	S1M4	S2M4	S3M4	S4M4	S5M4	S6M4	S7M4	S8M4	S1M5	S2M5	S3M5	S4M5	S5M5	S6M5	S7M5	S8M5	S1M6	S2M6	S3M6	S4M6	S5M6	S6M6	S7M6	S8M6	S1M7	S2M7	S3M7	S4M7	S5M7	S6M7	S7M7	S8M7	S1M8	S2M8	S3M8	S4M8	S5M8	S6M8	S7M8	S8M8	y
7	-26	-6	-6	-8	24	5	9	10	8	4	11	25	5	-8	-10	-14	-6	-4	-5	1	-1	-3	9	2	-22	-4	-7	-65	-10	-10	-13	-6	-30	-11	-5	6	-19	0	5	-8	2	4	5	4	12	5	11	2	13	2	3	-5	12	4	-16	-23	-21	-4	-14	6	-1	-2	1	papel
8	-3	-2	-1	6	-4	2	2	-1	-2	-8	-7	-14	46	1	-3	4	-1	0	1	52	12	0	7	-2	3	0	5	-40	-45	-2	-7	-34	-8	-2	-5	-12	-1	-6	-19	5	2	-1	-4	20	7	6	7	-5	-4	1	1	6	-1	-6	-8	-8	-4	2	0	-6	-4	3	1	tijeras
2	-20	-8	3	7	-2	-5	-17	-8	9	3	1	5	-7	-2	14	-2	-26	-12	1	8	7	-2	-6	-1	-2	-2	-7	-20	-11	-1	7	4	16	2	-2	26	3	-2	-17	-7	-11	-1	-3	-21	14	1	6	10	12	0	-4	-10	-58	-3	3	-8	-2	4	8	35	42	6	-10	papel
-9	-3	-2	-2	31	11	-2	-3	1	1	2	3	-32	-30	-3	0	2	-2	-2	-3	6	18	0	3	5	-2	-1	7	42	33	4	0	-3	-1	0	-2	-17	-18	-3	-2	-3	-4	-5	-4	-11	1	0	2	-1	-3	2	1	35	11	-2	-1	-23	2	0	-1	-29	-20	-3	-7	tijeras
-30	-15	-5	-1	-3	2	-4	7	39	57	9	-9	-11	-5	2	1	5	-35	-27	-4	-3	-1	-47	-8	-62	-1	19	6	17	-4	63	4	71	2	0	6	-27	20	-16	-12	-17	-22	-3	-21	35	-7	-33	20	-44	20	-8	-3	-29	2	43	-4	23	3	-8	-12	8	-4	-10	4	piedra
-4	0	-2	0	35	8	-6	-6	0	-1	-2	-1	-11	-14	1	3	-14	-5	-4	-6	-9	2	-4	-3	-4	0	0	3	55	31	6	1	-1	-3	1	1	-25	-20	-4	-7	-12	-2	1	0	-10	2	-2	6	23	3	1	3	-8	-18	0	2	-11	-3	-7	-5	3	3	2	1	tijeras
-23	-9	3	28	4	26	-35	-1	28	6	1	-20	42	-23	-16	-2	-14	-1	-10	-15	-1	43	15	-2	-15	-2	2	-1	-18	-77	0	-12	30	6	-2	0	-13	-22	-18	-1	-21	-2	4	17	12	39	2	23	5	7	-2	-4	-13	20	7	0	0	-1	-1	6	4	2	-11	8	ok
6	2	2	6	7	10	40	-6	-53	-2	1	0	8	-2	-19	6	54	-5	-9	-24	-25	-24	-79	-25	6	2	-1	-3	13	27	84	16	10	-2	-3	3	3	2	-14	15	1	1	3	8	-3	-5	19	13	-36	-1	-1	-2	1	-12	-47	-68	2	-2	-2	-2	0	-2	-19	2	piedra
7	-2	1	2	-12	-1	4	4	-4	0	0	0	25	16	-2	0	-12	-3	0	0	-4	4	7	20	9	0	-2	-2	-5	-40	-17	-4	-1	-1	1	6	9	33	10	-3	-3	-5	-5	-3	-27	-50	-14	-8	-7	3	2	-1	1	68	14	-7	-8	2	1	9	32	30	4	0	ok
43	4	-4	-38	-34	-23	-7	-7	-6	8	5	19	-4	6	-28	-4	-12	-2	-4	-13	4	4	14	-11	19	6	-3	-4	10	-45	-12	9	31	1	-7	-2	-6	7	-6	22	-24	-9	10	9	16	61	58	-70	-2	-22	0	12	3	-41	-25	1	5	10	0	6	-20	-25	17	-8	ok
-12	0	-2	-4	-41	-79	-10	3	-15	0	2	9	40	109	16	-7	15	2	-2	1	-17	-34	-7	-1	3	-3	-2	0	-3	20	-2	-13	8	-1	-1	-2	12	8	-2	16	0	-3	-2	-5	-28	-46	-7	-12	-7	-1	0	-1	0	1	8	-1	6	0	2	3	6	9	3	24	ok
5	3	3	3	-13	-20	-6	3	14	1	-2	-4	-29	-23	0	0	-15	-3	-2	-3	26	30	0	-4	-3	-1	-1	3	4	-15	-1	-3	-23	-3	-3	-1	9	8	0	-3	31	4	0	-1	-4	29	5	9	-11	-2	-3	-6	30	8	-1	-1	12	0	4	-1	-33	-21	-6	5	tijeras
42	4	6	7	27	75	11	11	7	5	4	12	-34	-44	1	14	-9	-4	-6	-29	40	-1	11	-8	1	-2	-7	-6	-5	7	-15	-17	-15	-5	-2	-6	-35	-64	1	15	1	0	-1	2	2	48	-12	0	26	6	6	16	-13	-7	5	13	-39	-7	0	-6	33	15	6	-35	ok
-6	-5	-1	-1	1	2	0	0	-6	-1	1	4	11	-12	-1	-1	-5	-1	-2	-3	8	3	-5	0	4	-1	-1	-3	-20	-12	0	-1	12	-5	-2	-3	12	18	5	11	-23	-1	2	2	12	-3	-2	-11	4	6	2	4	-11	-27	-1	2	28	4	-2	-3	0	1	-1	5	tijeras
-4	1	4	2	-19	-5	3	2	-5	1	-3	-3	20	6	-7	0	-5	0	-2	-2	-4	-7	1	-1	0	-3	-3	-2	1	-23	-6	-4	-4	-3	-2	-3	-11	22	-1	-1	4	-1	0	2	3	1	6	0	-10	0	0	0	5	-4	-1	3	-1	-1	-2	-4	-10	-2	-1	-7	ok
-3	0	-2	-3	2	-10	-39	-58	4	1	0	-3	-18	2	-49	34	-2	1	-5	-3	22	18	127	4	8	2	2	13	14	15	30	7	-5	-5	-4	5	-18	-3	-55	-2	-48	-6	-1	-7	10	-14	-107	-43	60	0	-2	-10	-6	-13	82	36	15	5	9	11	8	12	34	5	piedra
6	5	3	-1	-7	-11	-6	12	-4	0	1	5	-11	-11	6	-4	-3	1	1	-1	10	-9	-2	11	-4	-1	0	3	24	56	0	-16	4	0	-4	-6	-7	-27	1	1	5	-1	-1	1	6	1	0	32	-5	-2	0	-1	-12	-1	-3	-11	-12	-4	1	4	8	-18	4	0	ok
-5	-23	-6	-4	-8	-21	-114	-10	-18	-6	-20	-31	7	-11	15	-1	-5	4	18	12	2	12	27	0	5	4	-4	-4	6	11	32	-8	-40	4	0	19	-5	-1	17	7	72	3	6	-5	4	1	-45	-7	-34	8	0	-9	6	-23	-23	-15	7	3	0	12	-8	-30	-4	22	piedra
-4	-1	-1	-4	-21	-38	-5	6	2	2	1	4	-7	6	0	-3	-2	-2	-5	-3	13	38	4	1	-4	-2	-2	-2	-18	-51	-6	11	11	5	3	2	32	72	12	-2	-9	-1	1	-1	-14	-28	-10	-15	4	0	-2	-5	-19	-23	-2	-2	2	1	-1	0	6	-2	6	3	ok
-5	-3	-5	-2	-3	-9	-16	-18	8	0	-1	-1	-3	-24	3	9	-10	-3	-2	2	17	30	-4	-6	0	3	3	7	18	17	9	2	1	-5	-4	-4	-23	-41	-6	0	-3	-1	-1	-6	-4	16	-4	-6	-5	-2	-1	-3	4	28	5	-5	1	-2	0	8	28	45	2	3	ok
-13	0	-2	-1	3	74	16	4	6	-2	0	-1	9	33	-2	-1	-13	-4	-5	-3	5	-19	-11	-8	5	0	2	1	-6	-27	-8	-10	-3	1	0	1	4	-8	5	-5	-7	1	2	1	1	13	3	8	7	-1	-1	-2	-7	-7	2	3	-16	-2	1	-2	-6	-14	-7	-7	ok
-8	-2	-1	0	-1	-8	-6	-12	2	-1	2	0	0	5	2	-2	2	-4	-8	-4	5	-35	-9	-2	8	-1	0	3	0	34	6	11	-14	2	3	4	13	77	8	-17	-2	-1	-1	-3	-3	-32	-1	-2	6	2	5	-2	-9	0	2	4	-3	-3	-4	0	0	3	1	-2	ok
6	1	0	2	4	6	-1	1	-5	-2	0	-1	5	-7	-7	-8	1	-1	-1	0	-17	3	12	2	3	0	2	-2	-3	-28	-5	0	-3	-2	-2	4	-4	22	-2	3	-3	-2	-4	-3	8	-19	-4	-27	0	4	3	3	5	79	12	8	-3	3	6	7	-3	27	12	0	ok
4	2	-1	1	23	13	-2	0	8	-1	-1	-2	2	18	-4	-1	-4	4	1	-2	5	10	1	-6	-20	-9	-6	-3	7	14	-1	12	-6	-3	-4	-5	-11	14	-1	-16	-21	4	-1	6	27	-2	3	-8	-23	-3	-2	-4	-21	-10	-9	-22	-16	2	4	2	-6	-7	-2	-9	tijeras
-7	30	3	11	-9	8	-5	16	6	-31	-6	-1	-9	6	7	0	-12	-9	2	-2	-33	-49	-1	14	-14	-29	-2	-1	38	48	2	-12	5	22	2	2	37	24	4	-3	7	9	0	-9	-22	-29	-5	5	66	37	-1	-2	-9	-50	-3	6	-23	-1	1	-1	-5	61	4	-24	papel
2	1	0	-1	-19	7	2	4	-11	-6	-4	-2	18	-14	-8	-13	5	0	-1	-10	-26	-60	-13	-9	9	2	4	5	-8	63	12	6	-5	0	-4	-9	1	-24	-1	-11	2	0	1	1	-2	-11	-3	-7	-3	-3	-3	-5	-8	-20	-1	5	-5	-4	-1	1	21	48	-4	-19	ok
-5	-1	-3	-4	-14	-43	-8	-5	17	-1	-1	9	32	58	2	23	11	3	4	3	16	32	3	-10	-6	2	4	0	-30	-21	7	35	5	-3	-1	-4	-14	-28	-3	-4	-8	-2	-1	0	-3	-1	-1	-8	-7	-3	-4	-3	9	-1	-2	-1	3	-2	-2	-5	0	-19	-5	-12	ok
-4	0	5	3	-12	-17	-81	14	15	106	2	-27	-6	28	-88	-23	-16	-38	2	7	12	42	86	6	-13	83	26	15	-7	-24	-31	-14	-42	-99	-40	-17	3	-7	37	18	52	58	12	36	6	-40	-110	-17	-1	7	-20	-8	18	18	72	24	-15	22	-5	-51	-43	0	-82	-22	piedra
-4	4	-4	-8	3	-33	-8	-1	-3	-7	-4	-11	8	54	9	-1	3	-1	3	3	-19	-25	-31	-7	-3	-3	-3	5	11	-10	-8	-24	-22	-2	5	1	1	51	8	10	9	4	0	1	-5	22	3	-4	1	3	4	12	21	50	15	4	-5	0	-1	8	4	-14	-1	-6	ok
49	6	0	-2	-1	4	-1	5	-12	-4	-2	-3	7	5	-5	-1	-11	-3	-1	-1	-17	-20	0	0	-22	-1	-2	-4	8	-1	-1	-12	1	1	-1	1	-11	-11	-4	2	-10	-5	-2	1	15	-20	2	-1	0	7	-2	-2	-18	21	3	-4	5	-14	-2	-3	21	40	-2	-6	tijeras
1	-2	-4	0	0	-7	-3	1	2	-1	-1	-1	10	-16	-1	-2	-2	-1	-1	-2	-26	-31	-10	-11	2	0	-1	-1	28	-7	-3	2	0	1	2	0	3	-2	11	3	10	3	5	9	23	94	16	5	-1	-5	-6	-1	-12	-13	0	7	-1	-1	-2	-5	11	18	-8	-5	ok
-3	-3	-2	-4	-29	-10	7	3	-2	1	1	-2	-3	-49	-16	-21	-3	2	3	5	27	54	8	17	-2	-2	-3	-1	22	7	-3	-6	8	-1	0	4	10	57	10	9	-2	3	3	2	-21	8	4	5	-10	-3	-4	-6	-1	-18	-10	-18	2	1	1	0	-2	43	8	6	ok
6	-4	-2	-2	-6	-8	1	-7	20	10	2	3	-5	0	12	19	-21	-14	0	-2	37	-26	-24	-24	-8	-4	-6	-4	-15	-42	-8	-10	8	17	3	9	-10	51	11	4	-5	-7	-1	2	-12	0	-3	-2	12	4	-1	-3	7	13	0	17	34	23	7	0	16	3	6	-3	papel
-21	-9	1	-2	-32	-55	2	-4	14	16	10	8	11	50	10	-2	17	-6	-7	-7	-11	-15	-5	-14	-26	-17	1	1	-2	17	5	-11	1	-13	-4	-4	-6	-33	-16	-12	-60	-2	6	2	6	-35	-3	-2	28	-5	-4	2	8	15	18	9	32	15	1	2	15	10	-2	11	papel
50	-6	4	5	-22	-4	10	-8	8	-11	0	2	38	16	-9	3	19	6	-1	-1	-39	-108	-4	9	8	10	-5	-4	-2	73	4	-8	-3	16	-14	-4	2	-48	-3	37	-7	-9	4	-4	3	19	8	2	-2	33	11	3	-26	8	-6	-18	19	-20	-16	0	8	5	3	16	papel
1	1	0	7	0	-5	1	54	18	-3	-2	-10	-1	10	23	-16	-8	-1	1	3	9	-10	9	2	10	2	2	6	7	7	-7	0	0	-4	-3	-14	-24	10	-29	-10	-16	-3	-6	-7	9	-20	-22	-9	-2	0	1	2	-8	1	-87	-15	-41	3	2	3	-11	-2	110	11	piedra
-14	-45	-3	5	35	-9	-6	-22	33	20	7	-4	-71	11	5	57	-18	20	7	9	47	24	19	1	-1	40	6	0	-6	-1	-1	-4	-17	-22	-7	-8	-36	9	-4	-21	37	4	-8	-8	-23	-22	-1	1	-29	-4	-1	-4	31	44	-11	-15	-8	11	4	-1	-32	-8	4	-7	papel
-9	-8	-7	-10	-2	6	-7	1	-5	0	2	8	-3	-11	-52	-19	23	1	0	11	-13	-2	38	2	5	0	0	-6	14	10	29	15	-13	-2	-3	-5	2	-3	1	2	-5	2	-2	-5	-8	2	13	-5	16	1	-2	4	-6	5	-12	10	2	-1	-3	3	14	0	-9	-25	piedra
-1	3	4	4	-18	-16	14	30	17	4	0	-3	-1	7	2	4	-4	-3	-2	0	14	3	1	6	-5	-5	-4	-2	9	-5	-4	-10	-10	-2	-2	-3	-15	1	-8	-12	-10	0	-3	1	3	30	5	2	8	0	-1	-2	-5	-17	4	1	4	-2	-2	-1	8	8	-3	2	ok
-25	13	-3	-4	23	38	12	7	12	0	3	-12	-19	-36	-20	-11	8	5	-3	14	25	52	34	-13	10	5	1	7	9	19	12	16	1	-9	0	-1	8	-1	6	-2	-14	-19	-5	5	20	10	0	9	-2	-2	-19	-15	-10	-56	-23	-6	1	-9	3	-3	16	-38	1	-3	papel
8	-3	-6	-11	-23	-48	-4	-10	-8	4	6	5	-9	-20	4	29	-6	-3	-4	-4	6	-38	-4	-5	-5	1	1	-1	-15	-30	2	11	2	-3	-4	-1	9	15	-4	-9	-6	-3	-2	5	46	78	9	-5	12	5	2	5	-39	-32	3	-4	29	5	1	1	9	41	6	11	ok
17	-57	-14	-11	-2	12	35	25	-29	10	12	35	-15	-27	-72	-13	11	-1	-4	5	30	-42	-48	-40	-23	-1	1	-16	-3	1	-4	21	42	21	-1	3	-9	5	73	33	-11	-40	-10	8	7	18	-17	-15	0	-17	-6	4	10	-34	-53	-2	-23	4	2	10	16	-3	-26	-63	piedra
16	2	-1	3	38	19	102	-1	-23	-2	1	6	-3	5	-12	-13	-10	-2	0	0	-3	-28	-115	-16	5	-1	-2	-3	-12	-15	67	-19	-31	-2	2	5	-6	11	27	13	51	2	-5	6	16	10	81	18	-19	-6	-6	-6	-16	-14	-100	-28	-22	0	2	-8	7	9	109	-2	piedra
3	6	2	3	2	-16	-16	-16	-6	-6	1	-1	3	0	-9	-11	-12	-9	-1	-1	10	-22	-13	9	12	24	-7	-2	-3	-25	7	3	-22	-15	7	0	9	19	-6	-6	-8	-9	-3	-1	-10	22	3	-29	10	-14	8	5	-26	41	-4	48	-14	25	-8	9	10	6	-8	20	papel
-16	-2	-3	5	4	-1	34	18	-6	-5	6	13	12	-7	-50	-10	28	16	1	-9	-10	7	68	1	-48	-32	-19	-14	-3	-11	-36	-7	13	18	-3	1	3	1	-3	1	8	-2	22	-2	-15	7	0	2	-4	-6	-4	4	17	7	-25	-4	-2	32	9	-2	-13	-23	-13	-5	piedra
7	46	12	13	-30	-11	5	9	-2	-31	6	5	-8	-23	-4	-1	-10	-24	-7	-4	-24	-39	-6	-2	-7	6	0	-2	28	67	3	3	5	10	-1	-2	12	12	10	4	-4	19	-7	-4	2	-12	-4	0	-11	-18	5	-2	-23	3	0	-22	-5	-4	-2	2	23	-26	-7	-1	papel
3	-14	-6	-5	15	9	-1	-18	1	15	3	2	-14	-14	6	-9	2	4	-3	-1	5	-10	-20	-11	18	-16	-17	-18	19	17	-17	6	-22	13	12	8	-12	-59	-1	-11	18	-11	1	5	-22	-11	3	6	-17	-5	2	4	-8	5	-7	-8	-4	9	3	-1	1	-15	3	3	papel
-13	8	2	0	0	12	6	-13	15	-5	3	10	-4	-32	-10	-7	-13	2	-4	-17	38	12	-6	-17	-6	-1	3	7	-28	-16	7	39	7	0	1	-2	5	0	4	3	-8	2	0	-1	4	10	-2	2	6	1	5	10	-17	-1	18	-3	-13	-6	-2	-4	23	16	1	-26	ok
-25	7	-4	-3	12	29	17	13	-22	3	5	-6	28	18	-1	-4	17	5	6	1	-34	-16	-9	0	-17	-8	7	10	45	31	-4	-18	70	51	9	4	-44	-56	-2	-3	-29	-37	-7	-5	19	-24	-9	-20	2	4	2	8	28	53	2	15	-16	28	-2	-17	-43	-46	-5	9	papel
-3	3	-3	2	-8	8	-3	-17	10	3	5	2	7	-6	-65	13	-8	-10	-4	-5	-7	-5	76	9	-6	-1	-1	-2	-1	12	-27	-4	-4	5	1	-4	-2	-13	25	24	6	2	-2	-1	-4	6	-5	1	-13	-12	-6	1	12	-13	-56	-38	4	4	-1	-8	-4	21	61	8	piedra
26	2	-1	0	9	41	-9	-2	-11	1	0	5	-4	-9	-39	-25	0	0	0	-3	-2	-20	29	7	-62	-1	0	-1	1	0	-67	10	39	-10	-5	-5	-16	-55	-112	-79	24	-3	4	20	33	10	113	39	-7	-1	-10	-37	-14	39	51	20	-6	2	-1	6	9	1	-53	-8	piedra
-2	-12	-4	-9	-36	-21	0	-6	-12	-16	-2	5	23	46	0	1	9	0	2	5	-29	-22	-2	-2	52	45	5	3	-15	-10	7	-9	-42	-30	3	5	12	29	-1	17	-12	0	1	-9	4	-14	-9	-11	1	8	-1	-3	14	26	1	4	1	2	-5	-1	-10	-25	-6	-7	papel
-5	-1	2	5	-2	14	-4	-4	-3	-1	0	0	-7	-11	-2	-5	-4	-2	-5	-3	41	38	4	2	-10	-3	0	-4	-20	-7	-3	-8	-13	1	-2	-1	0	-4	1	8	21	4	0	4	7	-14	0	-2	0	-1	-1	2	-15	18	-2	-2	12	-2	-1	0	48	12	1	5	tijeras
-3	-1	1	-1	7	36	8	2	0	2	1	2	-2	-24	-6	3	-9	6	-2	-3	-24	10	11	-3	69	-7	1	3	10	-57	-3	4	-4	0	0	-2	-13	19	2	13	-6	0	1	-3	9	-27	-14	-8	1	-1	-2	1	23	46	13	19	-15	-2	-2	-7	-17	-16	6	-1	ok
-96	-46	5	8	10	-6	10	12	-6	-5	-4	1	-7	-25	1	-11	23	-1	-6	0	33	38	-3	-2	4	2	-2	-7	-2	13	-7	-2	11	16	2	3	-29	-66	-7	-15	5	4	3	-1	15	19	8	16	-16	-2	-3	-6	0	-17	-3	-9	-18	-9	-4	-2	14	15	1	-8	papel
-10	2	1	3	-22	-31	-5	-8	9	7	2	2	-1	-5	0	-1	-16	-12	-1	1	2	-1	-2	1	1	2	-4	-10	9	31	0	-1	-16	-2	-1	-3	-13	9	-3	-11	15	-1	-1	-3	0	3	-4	-2	-6	-5	-1	-2	30	20	1	14	-10	5	-1	-7	-14	-12	1	-4	tijeras
0	3	-2	-5	20	8	10	5	1	-6	-1	-4	-6	1	8	-8	2	10	3	7	0	-1	7	7	-2	0	-1	5	0	-4	-33	-18	1	1	4	18	-4	-7	-22	0	-3	-5	-7	-29	24	3	5	2	2	-2	2	1	-15	5	10	3	1	0	-6	2	24	2	14	-3	piedra
-5	5	6	1	-29	-42	-3	-1	3	-1	0	-4	-9	-19	-1	-1	-4	-2	-4	-1	11	29	1	-3	6	5	3	2	54	4	-2	1	-10	-10	-3	5	7	23	2	-2	-24	2	2	-1	6	-24	-3	-15	45	5	-1	-1	-24	-27	3	16	-1	1	-1	-3	-4	18	3	4	tijeras
-10	1	5	3	-32	-48	-4	1	-4	-7	-5	-7	-23	-1	-4	-6	-17	-1	-2	-3	-12	13	-1	0	4	1	1	5	26	5	-1	-6	0	-3	-4	-5	-19	0	2	11	-8	-6	-1	1	-13	-3	-2	-12	-18	2	3	0	7	-1	0	0	59	4	-4	-8	-14	-5	-2	4	tijeras
-13	0	0	0	-8	12	1	-6	3	3	5	3	-48	-27	-1	1	-5	-1	-3	0	21	19	2	2	1	0	3	2	-6	-14	-4	-4	-7	-3	-3	-3	14	14	0	-2	6	-3	-7	-11	3	14	-2	-3	1	0	-2	0	-39	-30	-5	0	-18	2	1	1	10	10	3	-7	tijeras
-32	-9	3	0	14	59	-106	-13	-8	4	-2	11	-3	-5	-101	-1	-7	-13	2	10	-32	-56	-128	-40	41	-4	-2	-11	0	-45	52	-35	9	17	3	-1	31	81	127	79	11	-5	-2	8	-2	-7	-15	-8	-8	10	-3	0	-18	-21	-20	9	-25	-8	-2	7	2	2	-43	-20	piedra
6	-6	-4	-4	-12	20	1	7	11	5	-1	-4	-4	-5	2	0	6	2	0	1	16	11	-3	0	-6	-5	6	4	-25	-31	-1	7	19	-2	-1	-4	12	9	0	10	-18	-7	-6	-2	9	26	0	-20	-6	1	2	3	-4	-5	6	20	-1	-2	-4	-2	8	1	-3	-5	tijeras
-18	36	-13	-4	-4	-4	-1	-27	27	-38	14	0	8	10	-3	-4	-36	6	-1	-2	-41	-6	-6	3	19	8	4	9	32	85	25	3	-24	0	-1	-9	8	-4	-3	-8	12	22	-5	4	-9	-19	-2	24	12	-3	1	-1	-25	-14	-4	8	-6	4	5	-5	19	9	6	1	papel
-29	-32	-1	-5	14	12	-3	3	-4	8	1	-2	5	1	-3	-12	-9	0	-5	0	11	39	-6	-9	11	23	4	-3	-40	-60	-7	-6	8	-9	-5	1	14	58	5	-3	-7	26	-7	-13	-13	3	7	1	9	-21	8	21	8	-31	-1	-3	-2	16	-2	2	20	3	-11	-3	papel
7	5	2	0	12	9	2	-4	-6	-2	-5	-5	14	26	-2	-5	-7	-3	-1	-3	-17	-8	-7	-3	-8	-2	-2	-3	-4	-9	0	0	11	-3	2	0	-12	-25	1	-5	-8	-1	2	1	-30	-34	-5	4	-2	-1	-1	-1	14	15	0	2	17	0	-1	-3	14	23	-1	2	tijeras
-6	4	7	10	-2	-19	-11	-4	-18	-6	-4	-3	4	-3	-18	2	14	-1	-5	-7	-7	5	5	-26	3	-4	-2	-4	1	7	38	33	-8	0	3	5	5	10	3	-10	14	2	-2	-5	-6	6	15	-4	-9	1	3	16	10	-10	4	23	25	2	-3	-15	0	1	-3	-26	piedra
-12	-1	2	-1	-1	-11	-2	-7	10	1	-2	-3	-24	-1	1	7	10	1	-1	3	27	-3	0	0	4	-3	-4	-8	-11	23	-2	4	0	-4	-2	3	86	48	-6	-11	-13	-5	3	5	-68	-79	-4	3	-19	0	0	0	-27	-20	-3	-7	34	4	-4	-10	5	11	0	1	tijeras
3	-1	-2	-4	-19	-6	1	2	3	-4	-4	-2	10	14	-1	-1	-17	-2	-3	0	9	33	0	-2	-10	3	4	1	-50	-48	-7	-5	23	3	0	3	6	-18	-3	-7	1	-2	1	-2	-3	3	3	14	7	5	1	1	-9	2	1	6	0	-3	-4	-8	21	33	1	-4	tijeras
0	0	3	5	-27	-47	-3	1	-9	6	7	6	24	53	14	4	-1	0	-1	-4	10	10	0	0	-1	-3	-3	-2	1	13	-3	-1	-1	-1	-3	-3	-23	-43	-4	-2	0	-4	-4	-3	-1	-28	-12	-1	1	2	1	-2	-4	-12	9	1	-9	-6	-6	-2	15	20	-14	2	ok
3	-8	-8	-1	6	19	6	-11	-14	-12	3	-5	-17	-26	-13	-7	3	4	-3	-6	-1	-1	-2	3	4	11	-1	6	22	28	10	-3	-4	1	4	0	-26	-17	-5	-7	-3	13	-4	-7	-13	-38	-10	-22	-2	-5	-4	5	-11	-12	-2	4	1	-5	-11	-1	-5	-20	-1	6	papel
3	-1	2	0	9	6	0	8	-8	-2	-4	2	9	15	5	-1	2	-4	-4	-5	-3	-66	1	-2	3	1	0	4	12	12	-10	-10	-8	-1	-1	-6	-7	-2	-1	0	1	-2	-2	-1	0	-25	-17	-7	4	-1	-4	-4	1	12	7	10	-14	-3	-4	-3	-5	25	7	2	ok
10	2	1	0	-13	-14	-4	-2	-3	-4	-3	0	-8	10	5	-4	-9	2	2	3	7	3	-1	0	-5	-2	0	-3	-8	-21	-3	2	0	1	1	3	-3	-14	-3	6	-1	-3	-3	-2	36	70	4	-5	4	2	2	2	-33	-11	2	10	-3	-3	-1	-6	4	-13	3	3	ok
-2	-3	-4	-1	20	4	-2	-3	-7	-1	-1	0	-3	4	1	-3	0	4	-2	2	-36	-28	-1	5	-2	-7	-1	-3	-1	11	1	-13	5	0	-4	-4	31	19	-4	-11	-5	3	1	3	-1	15	4	10	4	0	6	5	-31	-43	-3	-21	-8	2	-2	0	3	-3	-2	6	tijeras
6	2	3	2	2	-27	-1	9	-6	1	4	1	-30	-32	-5	-14	12	2	0	-2	-13	-12	-2	10	8	-1	-3	-2	-1	-10	-1	-7	-7	0	-3	-3	1	23	-3	-6	-1	-2	-2	0	15	21	2	1	-1	-3	-3	-7	-12	9	-2	-5	-10	-5	-2	5	41	10	-2	-1	tijeras
4	4	4	3	15	12	-3	1	1	-5	-6	-9	-8	-62	-4	-13	2	0	1	6	-1	56	1	3	-7	-4	-2	-3	-6	-19	-16	-10	9	4	3	-2	5	-31	6	13	6	-1	-3	-2	5	20	-3	-5	5	-5	-4	-5	5	12	3	-6	-14	-1	0	-1	-7	17	7	-1	ok
-1	0	-1	1	15	-2	-2	-4	-35	-3	2	2	-21	-6	-1	-6	60	11	-1	1	6	6	2	11	4	-4	-3	-3	-12	-25	1	-3	7	-2	-2	3	19	26	-2	1	3	-1	4	0	-14	-25	-3	-4	-25	-5	-3	-5	-5	-11	-2	-3	-1	0	3	9	4	3	-2	-1	tijeras
7	2	1	-3	-4	17	1	29	-2	-4	-3	0	8	6	-5	2	-2	-2	0	-1	1	-10	7	4	3	-4	-2	-2	12	70	-2	-20	-10	-3	-3	-4	-16	-38	-5	-3	-3	0	1	-1	-3	-22	-13	-1	-1	3	1	1	11	-21	1	-4	-2	2	-2	-5	-1	-26	-8	-5	ok
23	5	-2	-4	-1	-15	0	7	-15	3	5	6	-3	-4	-5	-25	17	-2	0	-4	9	9	15	12	-9	1	-2	-2	-4	-5	-5	-12	-10	-2	-1	-2	11	30	6	-5	6	2	1	-1	5	-1	-19	3	-11	-3	-4	-4	-21	-69	-11	-2	16	3	3	8	17	84	25	12	ok
-22	-73	-19	-3	11	23	2	2	-10	-38	-10	-7	-14	-19	-1	-8	1	7	4	4	5	9	4	-6	-29	3	-5	-7	-9	46	7	-1	1	0	5	6	-5	-10	-9	-6	20	45	7	4	1	3	5	16	-6	-23	-10	-8	16	28	1	-1	-2	8	-3	-9	-52	-51	-3	2	papel
-59	-5	2	-2	-6	-7	-44	-27	39	11	1	6	-25	-5	-83	12	-49	-10	-8	-11	1	-35	71	-39	27	5	5	5	10	37	88	38	-9	1	-3	-2	9	2	0	21	3	-2	-4	2	-3	-3	-5	1	-20	-1	5	8	-7	-11	-111	-22	19	-4	-5	-12	-3	-18	49	-23	piedra
4	3	-5	-17	4	1	-25	5	-2	-1	-2	-4	-3	10	33	2	-1	-4	-1	-5	1	2	10	-2	-2	-1	-2	0	5	0	0	-1	-2	2	4	10	-3	-3	-9	-1	0	-2	1	6	8	-9	-15	-6	-2	0	-3	-11	6	4	-9	-5	1	-4	-3	-6	-14	6	0	3	piedra
1	-1	0	5	14	-23	-1	4	-7	-3	-5	-6	-25	-26	-9	-3	6	-1	-2	-4	9	-21	-10	4	-2	-2	-3	-3	6	13	17	5	-18	-1	0	5	-12	-4	3	-17	31	4	2	-1	-14	-42	-13	13	-5	-3	-5	-3	4	12	7	-2	8	3	2	0	-3	-30	-16	0	ok
